개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,사무소전화번호,사업장전화번호,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
4600000,2001460001106520011,2001-10-18,영업/정상,,,,,,,우리계량증명업소,I,2025-12-15 16:15:28,충청남도 홍성군 광천읍 충서로 269,041-641-6090,,영업중,01,01,0416416090,165631.353948379    ,334156.563810338    ,충청남도 홍성군 광천읍 신진리 324번지 7   호,2023-05-17 13:10:28
4600000,2004460001106520041,2004-07-20,영업/정상,,,,,,,홍성계량증명업소,I,2025-12-15 16:15:28,충청남도 홍성군 홍성읍 충서로 1284,,,영업중,01,01,,169153.770658674    ,343369.382385909    ,충청남도 홍성군 홍성읍 옥암리 248번지 2   호,2011-11-15 10:17:48
4600000,2007460001106500001,2007-03-12,영업/정상,,,,,350-824,,서해안계량소,I,2025-12-15 16:15:28,충청남도 홍성군 금마면 충서로 1913,041-634-6204,,영업중,01,01,0416346204,173258.917401661    ,345480.790107279    ,충청남도 홍성군 금마면 신곡리 368번지,2011-11-15 10:10:14
4600000,2007460001106500002,2007-11-16,휴업,,2023-09-22,2025-09-21,,350-883,,광천IC계량소,I,2025-12-15 16:15:28,충청남도 홍성군 은하면 홍남로 435,041-642-8777,,휴업,02,02,0416428777,164434.897451565    ,333099.395274903    ,충청남도 홍성군 은하면 장척리 627번지 1호,2023-09-22 12:57:57
4600000,2014460009106500001,2014-01-07,영업/정상,,,,,,,충남자원공사,I,2025-12-15 16:15:28,충청남도 홍성군 구항면 구성북로 74,041-631-4936,,영업중,01,01,0416314936,164975.983166566    ,343566.647681644    ,,2023-05-17 13:21:13
4600000,2015460009106500001,2015-08-24,휴업,,2017-05-15,2018-05-15,,,32283,국제무역,I,2025-12-15 16:15:28,충청남도 홍성군 홍동면 충절로479번길 92,041-634-5444,,휴업,02,02,0416345444,174845.076099922    ,340463.368144936    ,충청남도 홍성군 홍동면 효학리 41번지,2017-05-15 19:39:04
4600000,2017460009106500001,2017-02-21,취소/말소/만료/정지/중지,,,,,,32201,천지자원,I,2025-12-15 16:15:28,충청남도 홍성군 갈산면 내포로 860,041-634-6244,,직권말소,05,04,0416346244,162664.419560554    ,344116.327817041    ,충청남도 홍성군 갈산면 동산리 357번지 1호,2020-09-02 12:09:29
4600000,2017460017306500001,2017-07-11,영업/정상,,,,,,32286,홍성양돈법인(주),I,2025-12-15 16:15:28,충청남도 홍성군 광천읍 광금남로 29,041-642-3666,,영업중,01,01,0416423666,168079.853781648    ,335060.233509629    ,충청남도 홍성군 광천읍 소암리 2번지 1호,2017-07-14 17:15:46
4600000,2019460017306500001,2019-09-03,영업/정상,,,,,,32221,한국포장,I,2025-12-15 16:15:28,충청남도 홍성군 홍성읍 의사로51번길 58-1,041-632-2814,,영업중,01,01,0416322814,170224.852300299    ,344675.029858973    ,충청남도 홍성군 홍성읍 대교리 472번지,2023-05-17 13:19:24
4600000,2019460017306500002,2019-10-14,영업/정상,,,,,,32281,금송환경개발(주),I,2025-12-15 16:15:28,"충청남도 홍성군 금마면 금마로516번길 52, 1층",041-633-9276,,영업중,01,01,0416339276,178364.244951198    ,345345.600195042    ,충청남도 홍성군 금마면 봉서리 153번지 3호,2023-05-17 13:19:00
4600000,1992460001106500001,1992-09-30,영업/정상,,,,,,,광천계량증명업소,I,2025-12-15 16:15:28,충청남도 홍성군 광천읍 충서로 269,041-641-1040,,영업중,01,01,0416411040,165670.825647268    ,334012.027174351    ,충청남도 홍성군 광천읍 신진리 337번지 106 호,2011-11-15 10:46:24
4610000,2002461001206500001,2002-01-23,폐업,2026-01-14,,,,,,(주)충남알앤피,I,2026-01-23 22:49:30,충청남도 예산군 응봉면 응봉로 10,041-331-0866,,폐업,03,03,0413310866,178227.797730405    ,349829.215125878    ,충청남도 예산군 응봉면 지석리 119번지 10호,2026-01-22 17:38:11
4610000,2002461001206500004,2002-10-30,폐업,2012-03-19,,,,,,대상계량소,I,2025-12-15 16:15:28,충청남도 예산군 예산읍 충서로 850,041-331-5700,,폐업,03,03,0413315700,184495.800406137    ,353570.425457263    ,충청남도 예산군 예산읍 산성리 392-3,2013-06-26 10:27:49
4610000,2003461001206500001,2003-10-13,폐업,2013-09-11,,,,,,대경프라스틱공업(주),I,2025-12-15 16:15:28,충청남도 예산군 오가면 예산산업단지로 93-18,041-0332-0237,,폐업,03,03,04103320237,184055.87779923     ,353033.827764366    ,충청남도 예산군 오가면 원평리 4번지 28호,2013-09-11 14:32:17
4610000,2010461007606500001,2010-07-12,폐업,2012-06-25,,,,340-934,,슬기농장,I,2025-12-15 16:15:28,충청남도 예산군 고덕면 호음재호지길 131-9,041-338-6466,,폐업,03,03,0413386466,175614.922451501    ,365599.370456886    ,충청남도 예산군 고덕면 호음리 770번지,2012-06-25 15:48:27
4610000,2013461009306500001,2013-01-25,폐업,2013-02-05,,,,340-934,,대하농장공인계량소,I,2025-12-15 16:15:28,충청남도 예산군 고덕면 예덕로 797-13,041-338-4680,,폐업,03,03,0413384680,173992.55062691     ,362508.050179859    ,충청남도 예산군 고덕면 대천리 13번지 29호,2013-02-12 13:56:57
4610000,2014461009306500002,2014-10-23,폐업,2024-01-02,,,,340-922,,청림에너지(주),I,2025-12-15 16:15:28,충청남도 예산군 덕산면 홍덕서로 461,,,폐업,03,03,,165637.729406639    ,347332.075252791    ,충청남도 예산군 덕산면 낙상리 137번지 3호,2024-05-02 11:41:05
4610000,2014461009306500001,2014-06-09,영업/정상,,,,,,,신흥공인계량소,I,2025-12-15 16:15:28,충청남도 예산군 삽교읍 삽교역로 5,041-338-3317,,영업중,01,01,0413383317,177636.024256799    ,354236.382833104    ,,2014-06-09 13:02:43
4610000,2015461009306500001,2015-03-30,영업/정상,,,,,,,내포계량소,I,2025-12-15 16:15:28,충청남도 예산군 신암면 조곡예림안길 34-32,041-332-2232,,영업중,01,01,0413322232,181110.73753896     ,360355.436903164    ,,2019-02-26 14:07:17
4610000,2018461013406500001,2018-09-13,영업/정상,,,,,,32400,럭키산업,I,2025-12-15 16:15:28,충청남도 예산군 고덕면 몽곡2길 1,,,영업중,01,01,,174601.765881496    ,363496.992760395    ,충청남도 예산군 고덕면 몽곡리 23번지 2호,2020-11-24 14:50:38
4610000,2020461013406500001,2020-12-23,영업/정상,,,,,,,예당계량소,I,2025-12-15 16:15:28,,,,영업중,01,01,,,,충청남도 예산군 대술면 시산리 산 159-1,2020-12-23 17:33:21
4610000,2024461013406500001,2024-07-01,영업/정상,,,,,,32442,대술계량소,I,2025-12-15 16:15:28,충청남도 예산군 대술면 가마고개로 260,,,영업중,01,01,,190631.107367559    ,353463.491002191    ,충청남도 예산군 대술면 궐곡리 291,2024-07-05 17:00:10
4610000,2025461013406500001,2025-06-13,영업/정상,,,,,,32446,내포자원공인계량소,I,2025-12-15 16:15:28,충청남도 예산군 응봉면 응봉로 246,,,영업중,01,01,,179331.688142728    ,351586.376265828    ,충청남도 예산군 응봉면 송석리 14-32,2025-06-13 18:41:03
4610000,2001461001206500001,2001-04-20,영업/정상,,,,,340-915,,한진계량소,I,2025-12-15 16:15:28,충청남도 예산군 오가면 윤봉길로 1983-10,041-333-9008,,영업중,01,01,0413339008,180948.567693348    ,354243.423945157    ,충청남도 예산군 오가면 역탑리 463번지 38호,2013-06-26 10:18:56
4610000,2001461001206500002,2006-12-04,영업/정상,,,,,,,예산계량소,I,2025-12-15 16:15:28,충청남도 예산군 예산읍 충서로 1140,041-333-4999,,영업중,01,01,0413334999,184912.210059304    ,356467.34639939     ,충청남도 예산군 예산읍 관작리 431번지 7호,2013-06-26 10:28:35
4610000,2002461001206500003,2002-10-01,영업/정상,,,,,340-805,,천하계량소,I,2025-12-15 16:15:28,충청남도 예산군 예산읍 충서로 1472,041-334-8640,,영업중,01,01,0413348640,186081.005641828    ,359009.761821311    ,충청남도 예산군 예산읍 창소리 6번지 4호,2018-08-08 14:33:53
4610000,2003461001206500002,2003-11-27,영업/정상,,,,,340-831,,(주)팜스코,I,2025-12-15 16:15:28,충청남도 예산군 응봉면 예당로 1541,041-330-1170,,영업중,01,01,0413301170,179195.391597094    ,350701.736649196    ,충청남도 예산군 응봉면 노화리 23번지 7호,2013-06-26 10:26:38
4610000,2004461001206500002,2004-12-20,영업/정상,,,,,,,경남계량소,I,2025-12-15 16:15:28,충청남도 예산군 신암면 오신로 794,041-333-9961,,영업중,01,01,0413339961,183019.772032475    ,359524.319642791    ,충청남도 예산군 신암면 오산리 3-14번지,2018-12-13 10:34:16
4610000,2006461001206500001,2006-12-12,영업/정상,,,,,,,고덕자원,I,2025-12-15 16:15:28,충청남도 예산군 고덕면 황금뜰로 225-7,041-337-5392,,영업중,01,01,0413375392,173594.491337847    ,360628.813548183    ,충청남도 예산군 고덕면 대천리 733-2번지,2025-11-28 17:37:24
4610000,2007461007606500001,2007-10-25,영업/정상,,,,,340-902,,부자계량사업소,I,2025-12-15 16:15:28,충청남도 예산군 삽교읍 윤봉길로 1625,041-338-3317,,영업중,01,01,0413383317,177630.75209777     ,354336.336415363    ,충청남도 예산군 삽교읍 두리 103번지 47호,2013-06-26 10:25:48
4610000,2009461007606500001,2009-06-08,영업/정상,,,,,340-905,,중앙산업,I,2025-12-15 16:15:28,충청남도 예산군 삽교읍 윤봉길로 1674,041-338-1747,,영업중,01,01,0413381747,177984.611866758    ,354054.260533485    ,충청남도 예산군 삽교읍 방아리 150번지 19호,2013-06-26 10:24:58
4610000,2013461009306500002,2013-01-25,영업/정상,,,,,340-803,,대상계량소,I,2025-12-15 16:15:28,충청남도 예산군 예산읍 충서로 850,041-331-3620,,영업중,01,01,0413313620,184495.800406137    ,353570.425457263    ,충청남도 예산군 예산읍 산성리 392번지 3호,2018-12-13 10:32:25
4620000,2003462001006500001,2003-04-24,폐업,2012-01-18,,,,,,천수만계량소,I,2025-12-15 16:15:28,,,,폐업,03,03,,,,인천광역시 부평구 청천동 380-6번지 114-401호,2012-01-26 10:25:23
4620000,1995462004506500001,1995-10-18,영업/정상,,,,,357-908,,태안계량소,I,2025-12-15 16:15:28,충청남도 태안군 태안읍 중앙로 301,041-674-2890,,영업중,01,01,0416742890,139075.626412224    ,361428.467915116    ,충청남도 태안군 태안읍 평천리 708번지 9호,2018-08-29 11:10:50
4620000,2025462014206500001,2025-04-18,영업/정상,,,,,,32145,건국산업개발,I,2025-12-15 16:15:28,충청남도 태안군 태안읍 근흥로 30-12,,,영업중,01,01,,134936.914683858    ,362018.025266376    ,충청남도 태안군 태안읍 장산리 504-1,2025-04-21 09:22:48
4620000,2014462007606500001,2014-04-11,영업/정상,,,,,,,신두리 농장,I,2025-12-15 16:15:28,충청남도 태안군 원북면 신두1길 91,041-662-2464,,영업중,01,01,0416622464,130135.18143269     ,371057.720532591    ,,2014-04-11 09:56:30
4620000,2009462006606500001,2009-08-04,영업/정상,,,,,,32148,해바라기 계근소,I,2025-12-15 16:15:28,충청남도 태안군 태안읍 서해로 1988,,,영업중,01,01,,139706.999006184    ,361665.205487585    ,충청남도 태안군 태안읍 평천리 611-8,2024-07-26 14:29:14
4641000,1998466003806500001,1998-08-26,폐업,,,,,,,종합계량증명업소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 상가마을길 8-14 (덕진동2가),063-254-8259,,폐업,03,03,0632548259,210288.696249797    ,259874.151381901    ,전북특별자치도 전주시덕진구 덕진동2가 450번지   ,1998-08-26 00:00:00
4641000,2011464036306500001,2011-10-05,영업/정상,,,,,561-360,,(유)풍성산업,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 장동유통로 2-8 (장동),063-213-3399,,영업중,01,01,0632133399,205218.626178191    ,262139.474416089    ,전북특별자치도 전주시 덕진구 장동 900번지 14호,2011-10-30 15:24:04
4641000,2000466003806500002,1998-01-12,영업/정상,,,,,,,팔복계량증명업소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 신복로 81 (팔복동1가),063-211-4104,,영업중,01,01,0632114104,209486.676449968    ,261911.374984945    ,전북특별자치도 전주시덕진구 팔복동1가 151번지 1   호,2013-12-30 13:55:06
4641000,2000466003806500003,1999-11-25,영업/정상,,,,,,,공인대서컴퓨터증명업소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 원만성로 53 (팔복동3가),063-212-6151,,영업중,01,01,0632126151,207653.074228164    ,261537.75877947     ,전북특별자치도 전주시덕진구 팔복동3가 518번지 13  호,2013-12-30 13:51:17
4641000,2000466003806500004,1999-06-30,영업/정상,,,,,,,복음동부계량증명업소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 동부대로 387 (우아동1가),063-241-9181,,영업중,01,01,0632419181,215904.04992669     ,258537.760381934    ,전북특별자치도 전주시덕진구 우아동1가 1123번지 6   호,2013-12-30 13:57:59
4641000,2000466003806500005,1994-06-05,영업/정상,,,,,,,공단계근소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 온고을로 407 (만성동),063-211-4255,,영업중,01,01,0632114255,,,전북특별자치도 전주시덕진구 만성동 4번지   ,1994-06-05 00:00:00
4641000,2000466003806500006,1994-04-19,영업/정상,,,,,,,서부계량업소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 온고을로 434 (만성동),063-211-9924,,영업중,01,01,0632119924,207317.418759437    ,261163.755903199    ,전북특별자치도 전주시덕진구 만성동 359번지 11  호,2011-11-01 15:14:19
4641000,2001466003806500001,2001-01-03,영업/정상,,,,,,,아세아 자원,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 사거리길 27 (호성동2가),063-273-3350,,영업중,01,01,0632733350,212901.270259163    ,258138.795198994    ,전북특별자치도 전주시완산구 태평동 47번지 10  호,2025-12-05 10:22:26
4641000,2002464013906500001,2002-09-25,영업/정상,,,,,,,한미공인계량소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 동부대로 1546 (고랑동),,,영업중,01,01,,207083.569140628    ,264133.497987475    ,전북특별자치도 전주시덕진구 고랑동 608-49번지,2018-08-14 13:20:16
4641000,2008464032406500001,2008-11-14,영업/정상,,,,,561-350,,로또공인계량소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 온고을로 440 (만성동),063-212-8100,,영업중,01,01,0632128100,207267.263686812    ,261201.972254817    ,전북특별자치도 전주시덕진구 만성동 361번지 1호,2018-08-14 13:11:40
4641000,2011464036306500002,2011-11-14,영업/정상,,,,,560-297,,동양계량소,I,2025-12-15 16:15:28,전북특별자치도 전주시 완산구 원신덕길 2 (용복동),063-225-5480,,영업중,01,01,0632255480,205888.58099223     ,254479.399320983    ,전북특별자치도 전주시 완산구 용복동 248번지 1호,2011-11-14 13:32:51
4641000,2012464036306500001,2012-08-02,영업/정상,,,,,561-211,,(유)비사벌환경개발,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 사거리길 43 (호성동1가),063-278-5679,,영업중,01,01,0632785679,214041.388360697    ,263696.138997796    ,전북특별자치도 전주시 덕진구 호성동1가 433번지,2012-08-02 17:53:57
4641000,2013464036306500001,2013-04-01,영업/정상,,,,,561-227,,현승농장,I,2025-12-15 16:15:28,,063-445-5833,,영업중,01,01,0634455833,216364.809572218    ,261491.573427417    ,전북특별자치도 전주시 덕진구 금상동 1163번지 1호,2018-08-14 12:47:00
4641000,2019464046106500002,2019-02-14,취소/말소/만료/정지/중지,,,,,,55026,우리들자원,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 전진로 10 (산정동),063-241-3191,,직권말소,05,04,0632413191,215320.580627826    ,260007.175596286    ,전북특별자치도 전주시 덕진구 산정동 757번지,2019-10-23 13:47:50
4641000,2019464046106500003,2019-10-22,영업/정상,,,,,,55139,평화계량증명사업소,I,2025-12-15 16:15:28,전북특별자치도 전주시 완산구 난전들로 130 (평화동3가),063-224-4477,,영업중,01,01,0632244477,210520.17599064     ,253337.592868299    ,,2019-10-23 17:22:33
4641000,2024464055506500001,2024-01-06,영업/정상,,,,,,54812,우리 공인계량증명업소,I,2025-12-15 16:15:28,전북특별자치도 전주시 덕진구 고내천변로 388-23 (전미동2가),063-274-4200,,영업중,01,01,0632744200,208733.933383766    ,265654.318827392    ,전북특별자치도 전주시 덕진구 전미동2가 114-2,2024-01-15 09:35:43
4641000,2025464110006500001,2025-08-04,영업/정상,,,,,,54884,(유)천문산업,I,2025-12-15 16:15:28,"전북특별자치도 전주시 덕진구 구주길 31, 2동 (팔복동3가)",063-211-1103,,영업중,01,01,0632111103,208994.762584326    ,260630.973973438    ,전북특별자치도 전주시 덕진구 팔복동3가 146,2025-08-12 06:58:08
4641000,2000466003806500001,1998-08-26,영업/정상,,,,,,,종합계량증명업소,I,2025-12-15 16:15:28,,063-254-8259,,영업중,01,01,0632548259,211376.005145908    ,259669.59578264     ,전북특별자치도 전주시덕진구 덕진동1가 1116번지 15호   ,1998-08-26 00:00:00
4671000,1988467011206500007,1988-02-02,폐업,2013-12-27,,,,,,씨제이대한통운(주),I,2026-03-11 01:45:44,,063-467-0355,,폐업,03,03,0634670355,,,전북특별자치도 군산시 소룡동 43-2번지,2013-12-27 16:47:44
4671000,2025467111106500002,2025-06-02,영업/정상,,,,,,54160,아주계량소,I,2026-03-11 01:45:45,전북특별자치도 군산시 십자다리길 84 (산북동),063-467-8856,,영업중,01,01,0634678856,169272.335894674    ,274739.794779778    ,전북특별자치도 군산시 산북동 1511,2025-06-04 10:30:34
4671000,2002467011206500001,2002-03-06,폐업,2017-11-03,,,,,,전진컴퓨터계량소,I,2026-03-11 01:45:44,전북특별자치도 군산시 외항로 541 (내초동),063-467-1851,,폐업,03,03,0634671851,164795.093432923    ,273894.870132926    ,전북특별자치도 군산시 내초동 191번지 10호,2017-11-06 07:48:59
4671000,2008467011206500001,2008-01-02,폐업,2012-09-30,,,,573-330,,(주)코리아메탈익스체인지,I,2026-03-11 01:45:45,,063-442-2901,,폐업,03,03,0634422901,177653.662976845    ,276078.048815186    ,전북특별자치도 군산시 구암동 134번지,2013-10-02 14:35:57
4671000,1980467011206500001,1980-10-31,영업/정상,,,,,,,호남계량소,I,2026-03-11 01:45:44,,063-445-9900,,영업중,01,01,0634459900,,,전북특별자치도 군산시 경장동 488-4번지   ,1980-10-31 00:00:00
4671000,1983467011206500002,1983-08-08,영업/정상,,,,,,54077,한국계량소,I,2026-03-11 01:45:44,전북특별자치도 군산시 번영로 51 (경장동),063-445-8463,,영업중,01,01,0634458463,175431.740288778    ,274692.224520379    ,전북특별자치도 군산시 경장동 490-9번지,2023-11-28 09:52:27
4671000,1990467011206500003,1990-05-16,영업/정상,,,,,,,외항계량증명업소,I,2026-03-11 01:45:44,,063-467-3301,,영업중,01,01,0634673301,165953.946235679    ,274800.073099149    ,전북특별자치도 군산시 소룡동 11,2021-12-22 14:52:29
4671000,1993467011206500006,1993-06-12,영업/정상,,,,,,,성심계량소,I,2026-03-11 01:45:44,,063-463-7228,,영업중,01,01,0634637228,171152.254703656    ,274807.449782002    ,전북특별자치도 군산시 소룡동 1535-10번지   ,1993-06-12 00:00:00
4671000,1995467011206500004,1995-10-16,영업/정상,,,,,,54007,신항만계량기사업소,I,2026-03-11 01:45:44,전북특별자치도 군산시 임해로 442 (소룡동),063-464-6795,,영업중,01,01,0634646795,165953.946235679    ,274800.073099149    ,전북특별자치도 군산시 소룡동 11,2024-11-28 13:51:00
4671000,2000467011206500008,2000-03-21,영업/정상,,,,,,,공단계량소,I,2026-03-11 01:45:44,,063-467-5231,,영업중,01,01,0634675231,,,전북특별자치도 군산시 내초동 191-11번지,2017-03-31 14:03:07
4671000,2000467011206500009,2000-03-22,영업/정상,,,,,,54159,군산계량소,I,2026-03-11 01:45:44,전북특별자치도 외항로 215-1 (산북동),063-467-8514,,영업중,01,01,0634678514,168038.17433003     ,274471.802042105    ,전북특별자치도 군산시 산북동 1973-12번지,2017-04-07 10:33:15
4671000,2001467011206500001,2001-04-25,영업/정상,,,,,,,5부두 계량소,I,2026-03-11 01:45:44,전북특별자치도 군산시 서해로 194 (소룡동),063-467-4607,,영업중,01,01,0634674607,162422.370430437    ,275185.436605514    ,전북특별자치도 군산시 소룡동 1667번지,2016-12-21 11:41:43
4671000,2003467011206500001,2003-06-02,영업/정상,,,,,,,군산항계량소,I,2026-03-11 01:45:44,,063-462-2237,,영업중,01,01,0634622237,161479.842877643    ,275070.504567092    ,전북특별자치도 군산시 소룡동 1582-4번지   ,2003-06-02 00:00:00
4671000,2005467011206500001,2005-11-24,영업/정상,,,,,,,청운압축자원,I,2026-03-11 01:45:45,"전북특별자치도 군산시 구영신창길 77 (금동,동신아파트 가동 110호)",063-471-5133,,영업중,01,01,0634715133,173440.323969082    ,276381.943012366    ,전북특별자치도 군산시 금동 10번지 동신아파트 가동 110호  ,2005-11-24 00:00:00
4671000,2006467011206500001,2006-10-13,영업/정상,,,,,,,홍보산업,I,2026-03-11 01:45:45,전북특별자치도 군산시 서해로 78 (소룡동),063-467-6554,,영업중,01,01,0634676554,163756.501351099    ,275162.520504606    ,전북특별자치도 군산시 소룡동 1582번지 18호,2011-10-30 13:59:00
4671000,2006467021306510130,2006-10-13,영업/정상,,,,,,54006,(유)화성 계량 증명업소,I,2026-03-11 01:45:45,전북특별자치도 군산시 서해로 78 (소룡동),063-467-2133,,영업중,01,01,0634672133,163756.501351099    ,275162.520504606    ,전북특별자치도 군산시 소룡동 1582번지 18호,2018-10-25 17:26:38
4671000,2008467017706500001,2008-04-30,영업/정상,,,,,573-400,,(주) 남일,I,2026-03-11 01:45:45,,063-461-2521,,영업중,01,01,0634612521,162984.593744843    ,273404.820523125    ,전북특별자치도 군산시 소룡동 1601번지,2008-08-11 10:35:07
4671000,2010467017706500001,2010-08-05,영업/정상,,,,,573-500,,서군산자원계량소,I,2026-03-11 01:45:45,전북특별자치도 군산시 공항로 413 (산북동),063-464-7741,,영업중,01,01,0634647741,168992.273319197    ,272685.314706413    ,전북특별자치도 군산시 산북동 887번지 1호,2016-04-29 10:06:06
4671000,2011467017706500001,2011-01-13,영업/정상,,,,,573-933,,전일자원계량소,I,2026-03-11 01:45:45,전북특별자치도 군산시 임피면 임피2길 107,,,영업중,01,01,,186918.704801853    ,276474.810769354    ,전북특별자치도 군산시 임피면 축산리 558번지 3호,2011-01-13 15:10:17
4671000,2011467017706500002,2011-07-19,영업/정상,,,,,573-450,,(주)7부두계량사업소,I,2026-03-11 01:45:45,전북특별자치도 군산시 서해로 692 (비응도동),063-471-7843,,영업중,01,01,0634717843,157689.941011508    ,271378.075304279    ,전북특별자치도 군산시 비응도동 42번지 군산항 7부두,2014-05-15 08:44:25
4671000,2011467017706500003,2011-09-29,영업/정상,,,,,573-540,,군장신항만(주),I,2026-03-11 01:45:45,전북특별자치도 군산시 서해로 510 (오식도동),063-464-6842,,영업중,01,01,0634646842,159341.819295778    ,274824.472437286    ,전북특별자치도 군산시 오식도동 812번지 2호,2022-02-08 17:00:09
4671000,2011467017706500004,2011-11-01,영업/정상,,,,,573-500,,십자로 공인계량소,I,2026-03-11 01:45:45,전북특별자치도 군산시 공항로 242 (산북동),063-471-8358,,영업중,01,01,0634718358,169808.734565609    ,274136.333297273    ,전북특별자치도 군산시 산북동 1489번지 1호,2011-11-02 19:53:33
4671000,2011467017706500005,2011-11-30,영업/정상,,,,,573-875,,새만금자원,I,2026-03-11 01:45:45,전북특별자치도 군산시 산북로 47 (산북동),063-465-5679,,영업중,01,01,0634655679,170307.567360688    ,273156.744012384    ,전북특별자치도 군산시 산북동 320번지 17호,2011-12-19 11:06:26
4671000,2012467017706500001,2012-11-16,영업/정상,,,,,573-879,,(주)농협사료 군산바이오,I,2026-03-11 01:45:45,전북특별자치도 군산시 임해로 447 (소룡동),063-447-1500,,영업중,01,01,0634471500,166525.901955507    ,274715.015151945    ,전북특별자치도 군산시 소룡동 43번지 1호,2018-02-12 15:50:16
4671000,2012467017706500002,2012-12-10,영업/정상,,,,,573-875,,한양M&S,I,2026-03-11 01:45:45,전북특별자치도 군산시 산북로 129 (산북동),070-4024-1238,,영업중,01,01,07040241238,170556.41766027     ,273894.099203433    ,전북특별자치도 군산시 산북동 178번지 3호,2012-12-10 19:27:22
4671000,2016467021306500001,2016-04-25,영업/정상,,,,,,54001,군산컨테이너 터미널,I,2026-03-11 01:45:45,"전북특별자치도 군산시 서해로 400 (오식도동, ㈜군산컨테이너터미널)",063-464-7045,,영업중,01,01,0634647045,160278.094240842    ,274936.624741703    ,,2016-04-29 10:05:12
4671000,2019467024906500001,2019-05-30,영업/정상,,,,,,54046,군산공인계량소,I,2026-03-11 01:45:45,전북특별자치도 군산시 성산면 마동2길 21-1,063-453-9152,,영업중,01,01,0634539152,180784.402891548    ,277310.676025444    ,전북특별자치도 군산시 성산면 도암리 506번지 1호,2019-05-30 13:16:07
4671000,2019467024906500002,2019-08-12,영업/정상,,,,,,54159,칠구스틸,I,2026-03-11 01:45:45,전북특별자치도 군산시 미성로 158 (산북동),063-462-2509,,영업중,01,01,0634622509,167308.427319214    ,273238.058133767    ,전북특별자치도 군산시 산북동 2658번지 1호,2024-06-20 13:15:37
4671000,2020467026606500001,2020-06-01,영업/정상,,,,,,54159,에코이앤티(주),I,2026-03-11 01:45:45,전북특별자치도 군산시 옥녀로 109-5 (산북동),063-731-0500,,영업중,01,01,0637310500,165769.990029642    ,272938.100381384    ,전북특별자치도 군산시 산북동 3063번지 1호 (주)해원팀버,2022-02-17 18:45:55
4671000,2020467026606500002,2020-09-15,영업/정상,,,,,,54159,신군산콘테이너산업,I,2026-03-11 01:45:45,전북특별자치도 군산시 외항로 231 (산북동),063-471-5333,,영업중,01,01,0634715333,167789.131067975    ,274482.912251336    ,전북특별자치도 군산시 산북동 1980-1,2022-01-25 10:20:45
4671000,2021467026606500005,2021-10-25,영업/정상,,,,,,54161,주식회사 에스비스틸,I,2026-03-11 01:45:45,"전북특별자치도 군산시 화흥길 90, 101호 (산북동)",063-467-4611,,영업중,01,01,0634674611,169489.175377987    ,273660.026659283    ,,2021-10-25 14:46:34
4671000,2022467026606500002,2022-10-20,영업/정상,,,,,,54168,새만금 공인계량소,I,2026-03-11 01:45:45,전북특별자치도 군산시 새만금북로 706(내초동),063-471-7765,,영업중,01,01,0634717765,165063.748997135    ,272533.973848961    ,,2022-11-02 11:22:24
4671000,2025467111106500001,2025-06-02,영업/정상,,,,,,54050,럭키계량증명업소,I,2026-03-11 01:45:45,"전북특별자치도 군산시 성산면 왕골로 161, 럭키환경",063-454-1335,,영업중,01,01,0634541335,183486.11752982     ,277427.593269442    ,전북특별자치도 군산시 성산면 대명리 201-3 럭키환경,2025-06-04 10:27:24
4671000,1996467011206500005,1996-09-17,폐업,2020-01-08,,,,573-877,54160,대신계량소,I,2026-03-11 01:45:44,전북특별자치도 군산시 외항로 231 (산북동),063-471-5333,,폐업,03,03,0634715333,167789.131067975    ,274482.912251336    ,전북특별자치도 군산시 산북동 1980번지,2020-01-09 11:39:16
4681000,2000468002006500007,1997-10-10,폐업,2005-12-09,,,,,,금마계량소,I,2025-12-15 16:15:28,전북특별자치도 익산시 금마면 무왕로 1896,,,폐업,03,03,,204964.181406583    ,276286.111026734    ,전북특별자치도 익산시 금마면 동고도리 943번지 2   호,2011-07-08 10:10:37
4681000,2014468027106500002,2014-10-15,영업/정상,,,2018-02-25,2018-02-23,,,솜리공인계량증명업소,I,2025-12-15 16:15:28,전북특별자치도 익산시 서동로 511 (용제동),,,영업중,01,01,,200169.856482945    ,271705.921578956    ,,2018-02-26 17:29:42
